mean_null,mean_intact,delta,p,n_null,n_intact,broad_id,drug,q
-5.465337728530952,-5.336627616344616,-0.12871011218633566,0.3383732425183319,41,32,BRD-K00075584-003-02-9,Melflufen (hydrochloride),0.9998823550455124
0.15851765592542721,0.28679126466280824,-0.12827360873738103,0.2612851855705308,42,35,BRD-K00004662-001-01-9,nemazoline,0.9998823550455124
-0.0965931486496125,0.031106536709419746,-0.12769968535903226,0.1694035634796513,42,35,BRD-K00003197-001-02-9,ONO-4059,0.9998823550455124
0.028558424233584963,0.1553235676909886,-0.12676514345740364,0.14954971414690754,42,35,BRD-A90751343-001-02-9,CaCCinh-A01,0.9998823550455124
0.05526175450168917,0.18171048350057803,-0.12644872899888887,0.05245643798575213,42,35,BRD-K00003733-001-01-9,ganoderic-acid-a,0.9998823550455124
-0.003984162498823614,0.12190949455123865,-0.12589365705006225,0.1936695566506244,42,35,BRD-K31339597-051-03-9,SDZ-SER-082,0.9998823550455124
-0.08078093916479956,0.04381198250623127,-0.12459292167103084,0.14954971414690754,42,35,BRD-K43330982-001-04-9,JTE-013,0.9998823550455124
-0.33506877844100663,-0.21077652810911018,-0.12429225033189645,0.15212415644645594,42,36,BRD-K00003418-001-01-9,BMS-986205,0.9998823550455124
-0.042390293588694235,0.08189559900441468,-0.1242858925931089,0.04562035931423938,42,36,BRD-K00003334-001-01-9,sincalide,0.9998823550455124
-0.0912431450214493,0.03235288136543474,-0.12359602638688404,0.14483928917772554,42,35,BRD-A41387824-001-06-0,beta-hydroxybutyrate,0.9998823550455124
0.057400091091965484,0.18067718515529,-0.12327709406332452,0.369762700212403,42,35,BRD-K00004597-001-01-9,RGX-104,0.9998823550455124
